,imdb_score,director_name,movie_title
4872,6.9,Stuart Hazeldine,Exam 
1867,6.9,Chris Columbus,Mrs. Doubtfire 
2248,6.9,Mark Steven Johnson,Simon Birch 
1584,6.9,Barry Sonnenfeld,Get Shorty 
3350,6.9,Ayan Mukerji,Yeh Jawaani Hai Deewani 
1665,6.9,Phil Joanou,Gridiron Gang 
4575,6.9,David Gordon Green,All the Real Girls 
4414,6.9,Alex Cox,Repo Man 
798,6.9,Rod Lurie,The Last Castle 
3116,6.9,Michael Schultz,The Last Dragon 
3391,6.9,E. Elias Merhige,Shadow of the Vampire 
1500,6.9,Richard Donner,Radio Flyer 
594,6.9,Cameron Crowe,Vanilla Sky 
660,6.9,Adam McKay,Step Brothers 
1621,6.9,John Singleton,Four Brothers 
1579,6.9,Scott Hicks,Hearts in Atlantis 
3226,6.9,Bobcat Goldthwait,World's Greatest Dad 
4227,6.9,Jaco Booyens,8 Days 
1814,6.9,Roland Emmerich,Anonymous 
1383,6.9,Jonathan Mostow,Breakdown 
430,6.9,George A. Romero,Creepshow 
1673,6.9,Tate Taylor,Get on Up 
522,6.9,Roland Emmerich,Independence Day 
1817,6.9,Saul Dibb,The Duchess 
4573,6.9,Mel Brooks,History of the World: Part I 
1425,6.9,Michael Tollin,Radio 
4287,6.9,Marielle Heller,The Diary of a Teenage Girl 
4421,6.9,David Gordon Green,Snow Angels 
3041,6.9,Mel Brooks,History of the World: Part I 
463,6.9,Albert Hughes,The Book of Eli 
1778,6.9,Michael Caton-Jones,Rob Roy 
4521,6.9,Regardt van den Bergh,Faith Like Potatoes 
1780,6.9,James Gray,We Own the Night 
576,6.9,Frank Darabont,The Majestic 
3092,6.9,Ivan Reitman,Stripes 
3039,6.9,Roger Kumble,Cruel Intentions 
1657,6.9,Frank Oz,Little Shop of Horrors 
3250,6.9,Benedikt Erlingsson,Of Horses and Men 
3370,6.9,George A. Romero,Creepshow 
4109,6.9,Matthew Bright,Freeway 
3247,6.9,Kari Skogland,Fifty Dead Men Walking 
1614,6.9,Jonathan Levine,Warm Bodies 
3106,6.9,Stephen Herek,Bill & Ted's Excellent Adventure 
2897,6.9,Michael Hoffman,The Emperor's Club 
3262,6.9,Lewis Gilbert,You Only Live Twice 
4099,6.9,Julian Schnabel,Basquiat 
1498,6.9,Ridley Scott,A Good Year 
3346,6.9,J.C. Chandor,All Is Lost 
524,6.9,Eric Darnell,Madagascar 
490,6.9,Lee Tamahori,The Edge 
3206,6.9,Ariel Vromen,The Iceman 
411,6.9,Steven Soderbergh,Ocean's Thirteen 
3276,6.9,Yash Chopra,Jab Tak Hai Jaan 
408,6.9,Nancy Meyers,The Holiday 
4073,6.9,John Maclean,Slow West 
2924,6.9,Tom Shadyac,Ace Ventura: Pet Detective 
4165,6.9,John Ford,Donovan's Reef 
3417,6.9,Jonathan Lynn,Wild Target 
881,6.9,Shekhar Kapur,Elizabeth: The Golden Age 
2814,6.9,Chao-Bin Su,Reign of Assassins 
4456,6.9,David Worth,House at the End of the Drive 
689,6.9,Roman Polanski,Oliver Twist 
1755,6.9,David Wain,Role Models 
1540,6.9,Jon Favreau,Elf 
4085,6.9,Michael Schultz,Woman Thou Art Loosed 
3428,6.9,Ol Parker,Imagine Me & You 
4251,6.9,David Robert Mitchell,It Follows 
699,6.9,Phillip Noyce,Clear and Present Danger 
3333,6.9,Mark Rydell,The Rose 
2795,6.9,Spike Lee,Crooklyn 
4598,6.9,Dan Zukovic,The Last Big Thing 
1406,6.9,Seth Gordon,Horrible Bosses 
2954,6.9,Mike Binder,The Upside of Anger 
529,6.9,Carlos Saldanha,Ice Age: The Meltdown 
4603,6.9,Hal Haberman,Special 
1744,6.9,Lawrence Kasdan,Mumford 
4559,6.9,Sean Durkin,Martha Marcy May Marlene 
3076,6.9,Oliver Parker,An Ideal Husband 
1568,6.9,Tim Robbins,Cradle Will Rock 
3014,6.9,Christopher Smith,Triangle 
4089,6.9,Damien O'Donnell,East Is East 
3066,6.9,Martin Ritt,The Molly Maguires 
1567,6.9,Mark Dindal,Cats Don't Dance 
4183,6.9,Tom Hanks,That Thing You Do! 
1557,6.9,John Gatins,Dreamer: Inspired by a True Story 
1377,6.9,Charles Martin Smith,Dolphin Tale 
4386,6.9,Sally Potter,Yes 
3405,6.9,Anand Tucker,When Did You Last See Your Father? 
1766,6.9,Peter Chelsom,Serendipity 
3051,6.8,Dustin Hoffman,Quartet 
2427,6.8,Barry Levinson,Young Sherlock Holmes 
3284,6.8,F. Gary Gray,Set It Off 
3609,6.8,Richard Linklater,Bernie 
750,6.8,Guillermo del Toro,Hellboy 
4413,6.8,James Wan,Insidious 
4910,6.8,Livingston Oden,Solitude 
3430,6.8,François Ozon,Swimming Pool 
1658,6.8,Joe Wright,Hanna 
1058,6.8,John McTiernan,The Thomas Crown Affair 
1450,6.8,Catherine Hardwicke,The Nativity Story 
2052,6.8,Michael Bay,Bad Boys 
2053,6.8,David Zucker,The Naked Gun 2½: The Smell of Fear 
2514,6.8,Nicholas Ray,55 Days at Peking 
765,6.8,Graham Annable,The Boxtrolls 
3008,6.8,Vincenzo Natali,Cypher 
1022,6.8,Doug Liman,Fair Game 
2499,6.8,Joseph Kosinski,TRON: Legacy 
178,6.8,Steven Spielberg,The BFG 
176,6.8,Louis Leterrier,The Incredible Hulk 
3827,6.8,Jeremy Brock,Driving Lessons 
3824,6.8,Michael Winterbottom,Tristram Shandy: A Cock and Bull Story 
4440,6.8,David Ray,Fetching Cody 
2075,6.8,,Rogue             
4439,6.8,Robert Greenwald,Wal-Mart: The High Cost of Low Price 
2078,6.8,Mikael Håfström,1408 
3814,6.8,Peter Hyams,Capricorn One 
4438,6.8,Gerard Johnstone,Housebound 
1672,6.8,Warren Beatty,Bulworth 
1043,6.8,David Fincher,Panic Room 
3605,6.8,Peter Howitt,Sliding Doors 
4902,6.8,Tom Tykwer,3 
3032,6.8,R.J. Cutler,If I Stay 
4403,6.8,Newt Arnold,Bloodsport 
4360,6.8,Carlos Carrera,El crimen del padre Amaro 
3780,6.8,Paul Schrader,Light Sleeper 
1506,6.8,Ang Lee,Ride with the Devil 
40,6.8,Joseph Kosinski,TRON: Legacy 
3135,6.8,Robert Altman,A Prairie Home Companion 
1151,6.8,Sydney Pollack,The Firm 
3222,6.8,Bigas Luna,The Chambermaid on the Titanic 
1511,6.8,Wes Ball,The Maze Runner 
1101,6.8,Garth Jennings,The Hitchhiker's Guide to the Galaxy 
1562,6.8,Martin Scorsese,Bringing Out the Dead 
1145,6.8,Len Wiseman,Underworld: Evolution 
34,6.8,Brett Ratner,X-Men: The Last Stand 
3156,6.8,Richard Shepard,The Matador 
1144,6.8,Michael Cimino,Heaven's Gate 
2293,6.8,James Wan,Death Sentence 
4268,6.8,Catherine Hardwicke,Thirteen 
2291,6.8,Woody Allen,Everyone Says I Love You 
3166,6.8,Brian De Palma,Body Double 
2225,6.8,David Ayer,Street Kings 
3707,6.8,Henry Koster,The Robe 
1545,6.8,Paul Feig,Bridesmaids 
1120,6.8,Sean Penn,The Pledge 
19,6.8,Barry Sonnenfeld,Men in Black 3 
2232,6.8,Simon Wincer,Quigley Down Under 
3203,6.8,David Cronenberg,Spider 
2237,6.8,Gus Van Sant,To Die For 
2239,6.8,Ed Harris,Appaloosa 
703,6.8,Rob Reiner,The American President 
1533,6.8,Danny Cannon,Goal! The Dream Begins 
2,6.8,Sam Mendes,Spectre 
4291,6.8,Fenton Bailey,Inside Deep Throat 
2190,6.8,Boaz Yakin,Max 
2420,6.8,John Carpenter,The Fog 
55,6.8,Peter Sohn,The Good Dinosaur 
3773,6.8,Randall Miller,Bottle Shock 
2126,6.8,Scott Cooper,Out of the Furnace 
1070,6.8,Tom Shadyac,Liar Liar 
4208,6.8,James Gunn,Super 
3068,6.8,Agnieszka Holland,Copying Beethoven 
2140,6.8,Louis Leterrier,The Transporter 
4384,6.8,Pawel Pawlikowski,My Summer of Love 
4212,6.8,Spike Lee,Get on the Bus 
1486,6.8,Lasse Hallström,The Shipping News 
1617,6.8,Chris Noonan,Babe 
2151,6.8,David Cronenberg,eXistenZ 
734,6.8,Oliver Stone,Any Given Sunday 
4867,6.8,Michael Kang,The Motel 
3258,6.8,Greg Mottola,Adventureland 
4964,6.8,E.L. Katz,Cheap Thrills 
3750,6.8,John Erick Dowdle,No Escape 
632,6.8,Frank Oz,The Score 
4969,6.8,Laslo Benedek,The Night Visitor 
640,6.8,Craig Gillespie,The Finest Hours 
1596,6.8,Barry Sonnenfeld,The Addams Family 
4220,6.8,Tim McCanlies,"Dancer, Texas Pop. 81 "
4981,6.8,Wade Gasque,Tiger Orange 
61,6.8,Robert Zemeckis,A Christmas Carol 
1590,6.8,Michael Sucsy,The Vow 
2358,6.8,Harold Becker,Sea of Love 
1096,6.8,Albert Hughes,From Hell 
4315,6.8,James Watkins,Eden Lake 
1449,6.8,Albert Hughes,From Hell 
2998,6.8,Neil Jordan,Ondine 
4252,6.8,Woody Allen,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask 
2610,6.8,Udayan Prasad,The Yellow Handkerchief 
4558,6.8,Craig Johnson,The Skeleton Twins 
4555,6.8,Andrew Erwin,October Baby 
1765,6.8,John Glen,For Your Eyes Only 
1408,6.8,David Frankel,The Devil Wears Prada 
1326,6.8,Bibo Bergeron,A Monster in Paris 
1412,6.8,Robert Luketic,21 
272,6.8,Michael Mann,Ali 
2929,6.8,Mike Judge,Beavis and Butt-Head Do America 
4533,6.8,Tony Richardson,Tom Jones 
3972,6.8,Sam Peckinpah,Major Dundee 
4776,6.8,Catherine Gund,Born to Fly: Elizabeth Streb vs. Gravity 
3488,6.8,David O. Russell,Flirting with Disaster 
4591,6.8,Kief Davidson,A Lego Brickumentary 
4595,6.8,Nick Tomnay,The Perfect Host 
354,6.8,Tony Scott,Unstoppable 
4785,6.8,Matthew Watts,Mutual Friends 
4532,6.8,John Carpenter,The Fog 
1823,6.8,Menno Meyjes,Martian Child 
2848,6.8,Jaume Collet-Serra,The Shallows 
4608,6.8,Amat Escalante,Heli 
2001,6.8,Andrew Adamson,Cirque du Soleil: Worlds Away 
2003,6.8,Richard Linklater,Me and Orson Welles 
1970,6.8,Ivan Reitman,Draft Day 
328,6.8,Ash Brannon,Surf's Up 
3977,6.8,Peter Stebbings,Defendor 
4736,6.8,Joseph Dorman,Sholem Aleichem: Laughing in the Darkness 
1391,6.8,Scott Hicks,Snow Falling on Cedars 
2892,6.8,John H. Lee,Operation Chromite 
2683,6.8,Anton Corbijn,A Most Wanted Man 
3375,6.8,Peter R. Hunt,On Her Majesty's Secret Service 
1801,6.8,Gavin Hood,Rendition 
3472,6.8,Guy Hamilton,Live and Let Die 
4059,6.8,Scott Derrickson,Sinister 
1946,6.8,Jeremy Leven,Don Juan DeMarco 
2877,6.8,Rod Lurie,Resurrecting the Champ 
302,6.8,Spike Jonze,Where the Wild Things Are 
460,6.8,Simon West,Con Air 
941,6.8,Peyton Reed,Yes Man 
4564,6.8,Nicole Holofcener,Walking and Talking 
4068,6.8,Alfred Hitchcock,Family Plot 
1310,6.8,Christian Alvart,Pandorum 
442,6.8,Tim Johnson,Over the Hedge 
3482,6.8,Michael Anderson,Logan's Run 
2643,6.8,Matt Williams,Where the Heart Is 
3483,6.8,Guy Hamilton,The Man with the Golden Gun 
1241,6.8,Alejandro Agresti,The Lake House 
4560,6.8,Gillian Robespierre,Obvious Child 
1963,6.8,Luke Greenfield,The Girl Next Door 
2842,6.8,Christopher Cain,Young Guns 
3511,6.8,David Mamet,Redbelt 
2736,6.8,Gary Fleder,Things to Do in Denver When You're Dead 
1708,6.8,Terry Gilliam,The Imaginarium of Doctor Parnassus 
519,6.8,Yarrow Cheney,The Secret Life of Pets 
3406,6.8,Steve James,Prefontaine 
2757,6.8,Baz Luhrmann,Romeo + Juliet 
1726,6.8,Marc Forster,Machine Gun Preacher 
869,6.8,Stephen Hopkins,The Ghost and the Darkness 
780,6.8,Robert Lorenz,Trouble with the Curve 
4006,6.8,Salvador Carrasco,La otra conquista 
385,6.8,Chris Columbus,Bicentennial Man 
3557,6.8,Luis Valdez,La Bamba 
2821,6.8,Amy Heckerling,Clueless 
3570,6.8,Michael Mayer,A Home at the End of the World 
4151,6.8,Alexandre Aja,High Tension 
2811,6.8,Mike Leigh,Mr. Turner 
405,6.8,Daniel Espinosa,Safe House 
3415,6.8,Andrew Currie,Fido 
530,6.8,Peter Segal,50 First Dates 
3996,6.8,Robert Eggers,The Witch 
2938,6.8,Mark Romanek,One Hour Photo 
2840,6.8,Patricia Riggen,Miracles from Heaven 
1861,6.8,Woody Allen,The Curse of the Jade Scorpion 
4515,6.8,Rob McKittrick,Waiting... 
2531,6.8,Howard Zieff,My Girl 
2994,6.8,Chan-wook Park,Stoker 
368,6.8,Gary Trousdale,Atlantis: The Lost Empire 
3899,6.8,Carol Reed,Trapeze 
2578,6.8,Adam Rifkin,Detroit Rock City 
3857,6.8,Jonas Åkerlund,Spun 
898,6.8,Richard Lester,Superman II 
1900,6.8,Joe Carnahan,The Grey 
4672,6.8,Ryan Little,Saints and Soldiers 
5028,6.7,Ivan Kavanagh,Tin Can Man 
3662,6.7,Gurinder Chadha,Bend It Like Beckham 
3436,6.7,Stanley Tong,Rumble in the Bronx 
2809,6.7,Stephan Elliott,Easy Virtue 
3181,6.7,Jason Bateman,Bad Words 
2257,6.7,,Fired Up             
2779,6.7,Randal Kleiser,White Fang 
4985,6.7,Matt Johnson,The Dirties 
3111,6.7,Mark L. Lester,Commando 
2806,6.7,Phillip Noyce,Catch a Fire 
4577,6.7,Karen Moncrieff,Blue Car 
4651,6.7,Mariette Monpierre,Elza 
4654,6.7,Lee Toland Krieger,Celeste & Jesse Forever 
4032,6.7,Karen Moncrieff,The Dead Girl 
2692,6.7,James Foley,Confidence 
2347,6.7,Mike Barker,Shattered 
2300,6.7,Paul Thomas Anderson,Inherent Vice 
4023,6.7,Mel Brooks,High Anxiety 
3142,6.7,Patricia Rozema,Kit Kittredge: An American Girl 
2672,6.7,Jay Russell,Tuck Everlasting 
3214,6.7,Kar-Wai Wong,My Blueberry Nights 
2728,6.7,Brad Anderson,Transsiberian 
5009,6.7,James Bidgood,Pink Narcissus 
3210,6.7,William Friedkin,Killer Joe 
4244,6.7,Dan Perri,Sharkskin 
3453,6.7,Rodrigo García,Albert Nobbs 
4610,6.7,Katherine Brooks,Loving Annabelle 
3678,6.7,Émile Gaudreault,Mambo Italiano 
3465,6.7,Guy Hamilton,Diamonds Are Forever 
2706,6.7,Michael Winterbottom,A Mighty Heart 
4584,6.7,Peter Jackson,The Lovely Bones 
3172,6.7,Lorene Scafaria,Seeking a Friend for the End of the World 
3963,6.7,Sean Byrne,The Loved Ones 
2332,6.7,Matthew Diamond,The Oogieloves in the Big Balloon Adventure 
3725,6.7,Frank Perry,Mommie Dearest 
2868,6.7,John Waters,Serial Mom 
4298,6.7,Lance Mungia,Six-String Samurai 
3119,6.7,Peter Sollett,Nick and Norah's Infinite Playlist 
2280,6.7,David Koepp,Ghost Town 
3380,6.7,Tamra Davis,Half Baked 
4864,6.7,Drake Doremus,Like Crazy 
2891,6.7,Brad Anderson,The Call 
3353,6.7,Darren Lynn Bousman,Repo! The Genetic Opera 
3890,6.7,Cecil B. DeMille,The Greatest Show on Earth 
2562,6.7,Jon Lucas,Bad Moms 
4187,6.7,Leslie Small,Kevin Hart: Let Me Explain 
3809,6.7,Barrett Esposito,Henry & Me 
2471,6.7,Christian Volckman,Renaissance 
4123,6.7,Jason Alexander,Just Looking 
4435,6.7,James Mottern,Trucker 
4819,6.7,,Revolution             
4434,6.7,Bruce McDonald,Pontypool 
3299,6.7,Christopher McQuarrie,The Way of the Gun 
4425,6.7,Qasim Basir,Mooz-Lum 
2583,6.7,James Ivory,The White Countess 
2459,6.7,,Unforgettable             
4194,6.7,Sarah Gavron,Brick Lane 
2456,6.7,Jeff Nichols,Midnight Special 
3815,6.7,Marc Bennett,Should've Been Romeo 
4827,6.7,Gavin O'Connor,Tumbleweeds 
4893,6.7,Eugène Lourié,"The Beast from 20,000 Fathoms "
3869,6.7,Mel Brooks,Silent Movie 
3841,6.7,Hugh Wilson,Police Academy 
3336,6.7,Nils Gaup,Shipwrecked 
2794,6.7,Martin Scorsese,"New York, New York "
2513,6.7,Antoine Fuqua,Brooklyn's Finest 
4858,6.7,Piyush Dinker Pandya,American Desi 
4450,6.7,Lucrecia Martel,The Holy Girl 
3010,6.7,Tim Johnson,Home 
2960,6.7,Ernest R. Dickerson,Tales from the Crypt: Demon Knight 
2496,6.7,Joe Carnahan,Smokin' Aces 
2495,6.7,Malcolm D. Lee,The Best Man Holiday 
2967,6.7,Jonathan Demme,Rachel Getting Married 
3875,6.7,Daniel Espinosa,Easy Money 
3826,6.7,Frank LaLoggia,Lady in White 
4832,6.7,Kelly Reichardt,Old Joy 
3532,6.7,Aleksey German,Hard to Be a God 
2936,6.7,Nima Nourizadeh,Project X 
3231,6.7,Jeb Stuart,Blood Done Sign My Name 
4417,6.7,Rebecca Miller,The Ballad of Jack and Rose 
4944,6.7,Zal Batmanglij,Sound of My Voice 
4947,6.7,Lynn Shelton,Your Sister's Sister 
2410,6.7,Audrey Wells,Under the Tuscan Sun 
4752,6.7,Tim Johnson,Home 
2911,6.7,Ethan Maniquis,Machete 
4376,6.7,Lucky McKee,May 
2908,6.7,Gillian Armstrong,Oscar and Lucinda 
4955,6.7,Alex Kendrick,Facing the Giants 
3259,6.7,Andy Garcia,The Lost City 
2657,6.7,Thomas Carter,When the Game Stands Tall 
2379,6.7,Anthony Mann,The Fall of the Roman Empire 
3633,6.7,Lynne Ramsay,Morvern Callar 
2665,6.7,Elizabeth Allen Rosenbaum,Ramona and Beezus 
3637,6.7,Shana Feste,The Greatest 
3244,6.7,Michael Clancy,Eulogy 
3625,6.7,Sheldon Lettich,Only the Strong 
4556,6.7,Brad Anderson,Next Stop Wonderland 
3621,6.7,Zach Braff,Wish I Was Here 
2431,6.7,Nicholas Hytner,Center Stage 
3529,6.7,Thaddeus O'Sullivan,The Heart of Me 
2591,6.7,Jérôme Salle,Zulu 
4529,6.7,Douglas Trumbull,Silent Running 
2447,6.7,Matthew Robbins,Dragonslayer 
3285,6.7,Malcolm D. Lee,The Best Man 
3907,6.7,Woody Allen,Scoop 
2430,6.7,Woody Allen,Small Time Crooks 
3269,6.7,Gerald Potterton,Heavy Metal 
4918,6.7,C. Fraser Press,Theresa Is a Mother 
3918,6.7,Roger Avary,The Rules of Attraction 
4407,6.7,Charles Herman-Wurmfeld,Kissing Jessica Stein 
3921,6.7,Allison Anders,Four Rooms 
4202,6.7,Rawson Marshall Thurber,Dodgeball: A True Underdog Story 
4071,6.7,Alfred Hitchcock,Torn Curtain 
2397,6.7,Scott Derrickson,The Exorcism of Emily Rose 
2521,6.7,Rowdy Herrington,Bobby Jones: Stroke of Genius 
1237,6.7,John Glen,The Living Daylights 
967,6.7,Adrian Lyne,Unfaithful 
268,6.7,Gavin Hood,Ender's Game 
2005,6.7,Werner Herzog,Bad Lieutenant: Port of Call New Orleans 
1987,6.7,Lasse Hallström,The Hoax 
294,6.7,Adam McKay,The Other Guys 
978,6.7,Jon Hurwitz,American Reunion 
1967,6.7,Akiva Schaffer,Hot Rod 
299,6.7,Simon West,The Expendables 2 
304,6.7,Chris Wedge,Epic 
973,6.7,Clint Eastwood,Absolute Power 
337,6.7,Peter Jackson,The Lovely Bones 
1186,6.7,Anne Fletcher,The Proposal 
1080,6.7,Joel Schumacher,The Client 
388,6.7,Kathryn Bigelow,K-19: The Widowmaker 
395,6.7,Rob Cohen,The Fast and the Furious 
1907,6.7,Steve Oedekerk,Nothing to Lose 
413,6.7,Neil Burger,Divergent 
415,6.7,Peter Berg,The Rundown 
1887,6.7,Sharon Maguire,Bridget Jones's Diary 
943,6.7,Chris Columbus,Stepmom 
436,6.7,Tom Shadyac,Bruce Almighty 
1872,6.7,Michael Hoffman,The Best of Me 
446,6.7,Dean Parisot,RED 2 
2024,6.7,Jonathan Lynn,The Whole Nine Yards 
239,6.7,James Mangold,The Wolverine 
237,6.7,George Lucas,Star Wars: Episode II - Attack of the Clones 
2042,6.7,Kevin Spacey,Beyond the Sea 
100,6.7,Rob Cohen,The Fast and the Furious 
118,6.7,Tim Burton,Charlie and the Chocolate Factory 
121,6.7,Eric Darnell,Madagascar: Escape 2 Africa 
123,6.7,Gavin Hood,X-Men Origins: Wolverine 
124,6.7,Lana Wachowski,The Matrix Revolutions 
129,6.7,Ron Howard,Angels & Demons 
2149,6.7,Jodie Foster,The Beaver 
2146,6.7,Brad Silberling,Moonlight Mile 
2130,6.7,Juan José Campanella,Underdogs 
144,6.7,David Bowers,Flushed Away 
1010,6.7,Gary Ross,Free State of Jones 
2111,6.7,David O. Russell,I Heart Huckabees 
182,6.7,Eric Darnell,Penguins of Madagascar 
188,6.7,Tim Johnson,Home 
191,6.7,Chris Miller,Puss in Boots 
2072,6.7,Anne Fontaine,Coco Before Chanel 
2067,6.7,Jerry Zaks,Marvin's Room 
207,6.7,Francis Lawrence,The Hunger Games: Mockingjay - Part 1 
216,6.7,Tony Gilroy,The Bourne Legacy 
2054,6.7,James Wong,Final Destination 
230,6.7,David Twohy,The Chronicles of Riddick 
451,6.7,Nancy Meyers,Something's Gotta Give 
469,6.7,Richard Donner,Conspiracy Theory 
478,6.7,Genndy Tartakovsky,Hotel Transylvania 2 
628,6.7,Mikael Håfström,Escape Plan 
833,6.7,,Anger Management             
1605,6.7,Harold Ramis,Analyze This 
1595,6.7,Rawson Marshall Thurber,Dodgeball: A True Underdog Story 
661,6.7,Martin Campbell,The Mask of Zorro 
817,6.7,Mark Waters,Just Like Heaven 
811,6.7,John Dahl,The Great Raid 
1546,6.7,Evan Goldberg,This Is the End 
1390,6.7,Rob Reiner,Ghosts of Mississippi 
677,6.7,Mike Nichols,Primary Colors 
680,6.7,Renny Harlin,The Long Kiss Goodnight 
722,6.7,Baltasar Kormákur,2 Guns 
1402,6.7,Richard Donner,Lethal Weapon 3 
732,6.7,Brett Ratner,The Family Man 
1490,6.7,Terrence Malick,The Tree of Life 
1485,6.7,Jake Kasdan,Walk Hard: The Dewey Cox Story 
1437,6.7,Paul W.S. Anderson,Resident Evil 
770,6.7,Ruben Fleischer,Gangster Squad 
793,6.7,Paul W.S. Anderson,Event Horizon 
1441,6.7,Andrew Niccol,In Time 
792,6.7,Patrick Gilmore,Sinbad: Legend of the Seven Seas 
787,6.7,Robert Redford,The Legend of Bagger Vance 
1354,6.7,Roman Polanski,The Ninth Gate 
854,6.7,Brad Silberling,City of Angels 
1825,6.7,Jodie Foster,Money Monster 
1663,6.7,Liz Friedlander,Take the Lead 
933,6.7,Tom Shadyac,Patch Adams 
1819,6.7,Walter Murch,Return to Oz 
1278,6.7,Justin Chadwick,The Other Boleyn Girl 
1279,6.7,Pat O'Connor,Sweet November 
513,6.7,Joe Johnston,Hidalgo 
1784,6.7,Jay Roach,"Mystery, Alaska "
527,6.7,Timur Bekmambetov,Wanted 
531,6.7,Adam Shankman,Hairspray 
1770,6.7,Kenny Ortega,Hocus Pocus 
1769,6.7,Lasse Hallström,Safe Haven 
892,6.7,Guillermo del Toro,Blade II 
1757,6.7,Ang Lee,Taking Woodstock 
1732,6.7,Liliana Cavani,Ripley's Game 
553,6.7,Andy Tennant,Anna and the King 
876,6.7,Peter Lord,The Pirates! Band of Misfits 
1699,6.7,Terrence Malick,The New World 
1694,6.7,Gavin O'Connor,Pride and Glory 
1688,6.7,Edward Zwick,Love & Other Drugs 
581,6.7,M. Night Shyamalan,Signs 
589,6.7,Steven Spielberg,Hook 
1332,6.7,Rob Cohen,The Fast and the Furious 
2181,6.7,Jon Lucas,Bad Moms 
786,6.7,Joe Wright,The Soloist 
39,6.7,Marc Webb,The Amazing Spider-Man 2 
18,6.7,Rob Marshall,Pirates of the Caribbean: On Stranger Tides 
22,6.7,Ridley Scott,Robin Hood 
1042,6.7,Phillip Noyce,The Bone Collector 
12,6.7,Marc Forster,Quantum of Solace 
2211,6.7,Joshua Logan,Paint Your Wagon 
2202,6.7,Gregory Nava,Selena 
551,6.6,Barry Levinson,Bandits 
550,6.6,Gil Kenan,Monster House 
546,6.6,Antoine Fuqua,Tears of the Sun 
3863,6.6,Mateo Gil,Blackthorn 
3696,6.6,James Wan,Insidious: Chapter 2 
4452,6.6,Zak Penn,Incident at Loch Ness 
3697,6.6,Darren Lynn Bousman,Saw II 
2933,6.6,Barbra Streisand,Yentl 
2528,6.6,Guillaume Ivernel,Dragon Hunters 
555,6.6,Florent-Emilio Siri,Hostage 
2931,6.6,Jon Hurwitz,Harold & Kumar Escape from Guantanamo Bay 
2921,6.6,Tim Story,Think Like a Man 
2030,6.6,Kevin Smith,Zack and Miri Make a Porno 
5042,6.6,Jon Gunn,My Date with Drew 
1764,6.6,Jon Turteltaub,Last Vegas 
2552,6.6,,The Messengers             
2526,6.6,Andrea Di Stefano,Escobar: Paradise Lost 
2909,6.6,Abel Ferrara,The Funeral 
2289,6.6,John Wells,Burnt 
3514,6.6,Paul Schrader,Auto Focus 
1069,6.6,Edward Zwick,Courage Under Fire 
2894,6.6,Glenn Ficarra,I Love You Phillip Morris 
4494,6.6,Jamie Babbit,But I'm a Cheerleader 
2561,6.6,Peter Flinth,Arn: The Knight Templar 
2889,6.6,Joe Cornish,Attack the Block 
3679,6.6,James Cox,Wonderland 
1792,6.6,Jeff Wadlow,Kick-Ass 2 
1768,6.6,Ben Stiller,Zoolander 
556,6.6,Don Bluth,Titan A.E. 
229,6.6,Neill Blomkamp,Elysium 
1806,6.6,Gary Fleder,Kiss the Girls 
196,6.6,Baz Luhrmann,Australia 
1652,6.6,David Slade,30 Days of Night 
1112,6.6,David Lynch,Dune 
1656,6.6,Paul Michael Glaser,The Running Man 
1115,6.6,Richard Donner,16 Blocks 
16,6.6,Andrew Adamson,The Chronicles of Narnia: Prince Caspian 
